id,manufacturer,name,certification_id,assurance_level,certification_date,archived_date,remark
810,华为技术有限公司,"HUAWEI NIP2000 网络智能防护系统（ V5.3)",CNITSEC2014PRD0377,EAL3+,2014/6/6,2017/6/5,NULL
811,华为技术有限公司,"HUAWEI NIP5000 网络智能防护系统（ V5.3)",CNITSEC2014PRD0378,EAL3+,2014/6/6,2017/6/5,NULL
812,华为技术有限公司,"华为 ASG上网行为管理系统 V1",CNITSEC2014PRD0379,EAL3+,2014/6/6,2017/6/5,NULL
813,北京华大信安科技有限公司,"USBKEY 芯片 IS8U256A",CNITSEC2014PRD0380,EAL4+,2014/6/16,2017/6/15,NULL
814,北京网御星云信息技术有限公司,"网御网络审计系统 V3.0（数据库型）",CNITSEC2014PRD0381,EAL3+,2014/6/16,2017/6/15,NULL
815,网神信息技术（北京）股份有限公司,"网神 SecAV 3600防毒墙（千兆 /V3.1）",CNITSEC2014PRD0382,EAL1,2014/6/16,2017/6/15,NULL
816,杭州迪普科技有限公司,"Dptech 异常流量检测与清洗系统（万兆） V1.0",CNITSEC2014PRD0383,EAL3,2014/6/18,2017/6/17,NULL
817,北京天融信网络安全技术有限公司,"天融信异常流量管理与抗拒绝服务系统（万兆） V3",CNITSEC2014PRD0384,EAL3,2014/6/18,2017/6/17,NULL
818,华为技术有限公司,"HUAWEI AntiDDoS8000 系统（万兆）（ V100R001)",CNITSEC2014PRD0385,EAL3,2014/6/18,2017/6/17,NULL
819,北京网御星云信息技术有限公司,"网御异常流量管理系统（万兆） V3.0",CNITSEC2014PRD0386,EAL3,2014/6/18,2017/6/17,NULL
820,北京神州绿盟科技有限公司,"绿盟抗拒绝服务系统（万兆） V4.5",CNITSEC2014PRD0387,EAL3,2014/6/18,2017/6/17,NULL
821,曙光信息产业股份有限公司,"曙光高性能异常流量处理系统 HAFFirm（万兆） V1.0",CNITSEC2014PRD0388,EAL3,2014/6/18,2017/6/17,NULL
822,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统（万兆） V7.0",CNITSEC2014PRD0389,EAL3,2014/6/18,2017/6/17,NULL
823,成都卫士通信息产业股份有限公司,"westone IDS 入侵检测系统（万兆） V2.1",CNITSEC2014PRD0390,EAL3,2014/6/18,2017/6/17,NULL
824,福建星网锐捷网络有限公司,"RG-IDP2000 锐捷入侵检测防御系统（万兆） V1.0",CNITSEC2014PRD0391,EAL3,2014/6/18,2017/6/17,NULL
825,北京国舜科技有限公司,"网站综合监控管理平台 V4.0",CNITSEC2014PRD0392,EAL3,2014/6/18,2017/6/17,NULL
826,江南信安（北京）科技有限公司,"面向金融信息安全的 WEB漏洞预警监控系统 V3.6.0",CNITSEC2014PRD0393,EAL3,2014/6/18,2017/6/17,NULL
827,西安交大捷普网络科技有限公司,"捷普 WEB漏洞扫描系统 V6.0",CNITSEC2014PRD0394,EAL3,2014/6/18,2017/6/17,NULL
828,杭州安恒信息技术有限公司,"安恒面向电子银行的 WEB漏洞扫描系统 V6.0",CNITSEC2014PRD0395,EAL3,2014/6/18,2017/6/17,NULL
829,深圳市联软科技有限公司,"联软 IT安全运维管理软件 LeagView V3.5.1",CNITSEC2014PRD0368,EAL2,2014/3/28,2017/3/27,NULL
830,北斗星通信息服务有限公司,"北斗报务通信系统 V2.3",CNITSEC2014PRD0369,EAL1,2014/4/2,2017/4/1,NULL
831,北京天融信网络安全技术有限公司,"天融信入侵检测系统 TopSentry3000 V3",CNITSEC2014PRD0370,EAL3+,2014/4/2,2017/4/1,NULL
832,北京天融信网络安全技术有限公司,"天融信安全管理系统 V3",CNITSEC2014PRD0371,EAL3+,2014/4/2,2017/4/1,NULL
833,杭州安恒信息技术有限公司,"明鉴 WEB应用弱点扫描器 MatriXay WEBSCAN V6.0",CNITSEC2014PRD0372,EAL3+,2014/4/2,2017/4/1,NULL
834,天津国芯科技有限公司,"USBKey 芯片 CCM3310S",CNITSEC2014PRD0373,EAL4+,2014/4/9,2017/4/8,NULL
835,北京神州绿盟科技有限公司,"绿盟 NF防火墙（千兆） V6.0",CNITSEC2014PRD0374,EAL3+,2014/4/22,2017/4/21,NULL
836,北京神州绿盟科技有限公司,"绿盟 NF防火墙（万兆） V6.0",CNITSEC2014PRD0375,EAL3+,2014/4/22,2017/4/21,NULL
837,山东中创软件商用中间件股份有限公司,"Inforguard 网页防篡改系统 V5",CNITSEC2014PRD0376,EAL1,2014/4/22,2017/4/21,NULL
838,神州数码网络（北京）有限公司,"安全网关 DCFW-1800（千兆） V5.0",CNITSEC2014PRD0358,EAL3+,2014/1/22,2017/1/21,NULL
839,神州数码网络（北京）有限公司,"安全网关 DCFW-1800（万兆） V5.0",CNITSEC2014PRD0359,EAL3+,2014/1/22,2017/1/21,NULL
840,中国移动通信有限公司研究院,"开放平台软件安全加固系统 OMSS-Baseline-1.1.0（安全模块和终端安全组件）",CNITSEC2014PRD0360,EAL2,2014/2/12,2017/2/11,NULL
841,北京天融信网络安全技术有限公司,"天融信防火墙系统 NGFW4000-UF（千兆） V3",CNITSEC2014PRD0361,EAL3+,2014/2/19,2017/2/18,NULL
842,北京天融信网络安全技术有限公司,"天融信防火墙系统 NGFW4000-UF（万兆） V3",CNITSEC2014PRD0362,EAL3+,2014/2/19,2017/2/18,NULL
843,北京网御星云信息技术有限公司,"网御 Web应用安全防护系统 V3.0（百兆）",CNITSEC2014PRD0363,EAL3+,2014/3/3,2017/3/2,NULL
844,北京网御星云信息技术有限公司,"网御 Web应用安全防护系统 V3.0（千兆）",CNITSEC2014PRD0364,EAL3+,2014/3/3,2017/3/2,NULL
845,华为技术有限公司,"HUAWEI AntiDDoS1000 系统（千兆）（ V100R001)",CNITSEC2014PRD0365,EAL3+,2014/3/17,2017/3/16,NULL
846,华为技术有限公司,"HUAWEI AntiDDoS8000 系统（万兆）（ V100R001)",CNITSEC2014PRD0366,EAL3+,2014/3/17,2017/3/16,NULL
847,北京北信源软件股份有限公司,"北信源金甲防线系统 V3.0.0.2",CNITSEC2014PRD0367,EAL2,2014/3/17,2017/3/16,NULL
848,网神信息技术（北京）股份有限公司,"SecFox 安全管理系统 V1.0",CNITSEC2014PRD0165,EAL1,2012/3/26,2015/3/25,NULL
849,北京神州绿盟信息安全科技股份有限公司,"绿盟安全审计系统 (百兆） V5.6",CNITSEC2014PRD0166,EAL3,2012/3/26,2015/3/25,NULL
850,北京神州绿盟信息安全科技股份有限公司,"绿盟安全审计系统（千兆） V5.6",CNITSEC2014PRD0167,EAL3,2012/3/26,2015/3/25,NULL
851,北京神州绿盟科技有限公司,"绿盟安全审计系统 (百兆） V5.6",CNITSEC2014PRD0168,EAL3,2012/3/26,2015/3/25,NULL
852,北京神州绿盟科技有限公司,"绿盟安全审计系统 (千兆） V5.6",CNITSEC2014PRD0169,EAL3,2012/3/26,2015/3/25,NULL
853,北京天融信科技有限公司,"天融信应用安全网关系统 TopGate（千兆） V3",CNITSEC2013PRD0344,EAL3+,2013/11/22,2016/11/21,NULL
854,北京天融信网络安全技术有限公司,"天融信应用安全网关系统 TopGate（千兆） V3",CNITSEC2013PRD0345,EAL3+,2013/11/22,2016/11/21,NULL
855,北京同方微电子有限公司,"USBKEY 芯片 THK88",CNITSEC2013PRD0346,EAL4+,2013/11/26,2016/11/25,NULL
856,武汉达梦数据库有限公司,"达梦数据库管理系统 V7.0",CNITSEC2013PRD0347,EAL4,2013/12/11,2016/12/10,NULL
857,北京网御星云信息技术有限公司,"网御漏洞扫描系统 V6.0",CNITSEC2013PRD0348,EAL3+,2013/12/11,2016/12/10,NULL
858,北京启明星辰信息安全技术有限公司,"天镜脆弱性扫描与管理系统 V6.0",CNITSEC2013PRD0349,EAL3+,2013/12/11,2016/12/10,NULL
859,北京中电华大电子设计有限责任公司,"USBKey 芯片 CIU51256A",CNITSEC2013PRD0350,EAL4+,2013/12/17,2016/12/16,NULL
860,北京启明星辰信息安全技术有限公司,"天清汉马 USG防火墙 V2.6（万兆）",CNITSEC2013PRD0351,EAL3+,2013/12/17,2016/12/16,NULL
861,飞天诚信科技股份有限公司,"可视按键型智能密码钥匙 InterPass（ SJK1207） V3.0",CNITSEC2013PRD0352,EAL4+,2013/12/17,2016/12/16,NULL
862,北京神州绿盟科技有限公司,"绿盟远程安全评估系统 V6.0",CNITSEC2013PRD0353,EAL3+,2013/12/26,2016/12/25,NULL
863,北京神州绿盟科技有限公司,"绿盟抗拒绝服务系统（千兆） V4.5",CNITSEC2013PRD0354,EAL2,2013/12/26,2016/12/25,NULL
864,北京神州绿盟科技有限公司,"绿盟 WEB应用漏洞扫描系统 V6.0",CNITSEC2013PRD0355,EAL3+,2013/12/26,2016/12/25,NULL
865,华为技术有限公司,FusionSphere3.0,CNITSEC2013PRD0356,EAL3+,2013/12/26,2016/12/25,NULL
866,北京天融信网络安全技术有限公司,"天融信主机监控与审计系统 V3",CNITSEC2013PRD0357,EAL3+,2013/12/26,2016/12/25,NULL
867,北京启明星辰信息安全技术有限公司,"天清汉马 USG防火墙 V2.6",CNITSEC2013I&OE0012,自主原创,2013/12/11,2016/12/10,NULL
868,北京天融信网络安全技术有限公司,"天融信防火墙系统 V3",CNITSEC2013I&OE0013,自主原创,2013/12/26,2016/12/25,NULL
869,杭州迪普科技有限公司,"迪普 Dptech防火墙 Conplat V1(万兆）",CNITSEC2013PRD0322,EAL3,2013-8-29,2016-8-28,NULL
870,华为技术有限公司,"HUAWEI Secospace USG6600 防火墙 V1",CNITSEC2013PRD0323,EAL3,2013-8-29,2016-8-28,NULL
871,四川卫士通信息安全平台技术有限公司,"高性能网络信息安全综合防御系统 TG1.1",CNITSEC2013PRD0324,EAL3,2013-8-29,2016-8-28,NULL
872,杭州信雅达科技有限公司,"音码型智能密码钥匙 Skey 2A/V1.00",CNITSEC2013PRD0325,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
873,湖南长城信息金融设备有限责任公司,"立体安全防御式金融移动终端系统 MT-C130A/V1.0",CNITSEC2013PRD0326,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
874,昆山百润科技有限公司,"商务会签智能终端 V2.2",CNITSEC2013PRD0327,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
875,深圳市证通电子股份有限公司,"大屏幕多媒体智能移动支付终端 ZT8120/V1.4",CNITSEC2013PRD0328,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
876,北京亿赛通科技发展有限责任公司,"移动智能终端安全接入系统 V2.0",CNITSEC2013PRD0329,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
877,北京海泰方圆科技有限公司,"基于国产密码算法的移动智能终端与身份认证访问管理系统 MACSv1.0",CNITSEC2013PRD0330,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
878,郑州信大捷安信息技术股份有限公司,"信大捷安智能密码钥匙（ XDKEY） Ver2.0",CNITSEC2013PRD0331,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
879,广州广电运通金融电子股份有限公司,"互联网 /移动互联网终端 SP-100/V1.0.0",CNITSEC2013PRD0332,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
880,武汉天喻信息产业股份有限公司,"多功能 IC卡套件 TYHestia711 V2.0",CNITSEC2013PRD0333,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
881,北京科富兴科技有限公司,"面向印章应用的移动互联终端 Kfx-h001/V1.0",CNITSEC2013PRD0334,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
882,北京信安世纪科技有限公司,"信安世纪蓝牙密码钥匙 V2.0",CNITSEC2013PRD0335,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
883,北京信安世纪科技有限公司,"信安动态密码系统时间 /挑战光感复合型令牌 V2.0",CNITSEC2013PRD0336,EAL3,2013-8-29,2016-8-28,国家发改委信息安全专项专用
884,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统 V7.0（百兆）",CNITSEC2013PRD0337,EAL3,2013-9-17,2016-9-16,NULL
885,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统 V7.0（千兆）",CNITSEC2013PRD0338,EAL3,2013-9-17,2016-9-16,NULL
886,北京天融信网络安全技术有限公司,"天融信防火墙系统 NGFW4000（百兆） V3",CNITSEC2013PRD0339,EAL3,2013-9-17,2016-9-16,NULL
887,北京天融信科技有限公司,"天融信防火墙系统 NGFW4000（百兆） V3",CNITSEC2013PRD0340,EAL3,2013-9-17,2016-9-16,NULL
888,北京用友政务软件有限公司,"用友 ITOM6运维一体化管理平台（ V6.0)",CNITSEC2013PRD0341,EAL3,2013-9-17,2016-9-16,NULL
889,北京网御星云信息技术有限公司,"网御入侵检测系统 V3.2（百兆）",CNITSEC2013PRD0342,EAL3,2013-9-17,2016-9-16,NULL
890,江苏南大苏富特科技股份有限公司,"南大苏富特漏洞扫描系统（ STNS-3000）",CNITSEC2013PRD0308,EAL3,2013-8-1,2016-7-31,NULL
891,北京江南天安科技有限公司,"云加密服务器（ TASS CCS/V1.0）",CNITSEC2013PRD0309,EAL3,2013-8-1,2016-7-31,NULL
892,山东渔翁信息技术股份有限公司,"渔翁云密码服务器（ S6000/V1.0)",CNITSEC2013PRD0310,EAL3,2013-8-1,2016-7-31,NULL
893,哈尔滨朗威电子技术开发有限公司,"高性能综合密码系统（ LW-S100/V1.0)",CNITSEC2013PRD0311,EAL3,2013-8-1,2016-7-31,NULL
894,珠海市鸿瑞软件技术有限公司,"工控防火墙（ HR FW-3000/V1.0.0)",CNITSEC2013PRD0312,EAL3,2013-8-1,2016-7-31,NULL
895,青岛海天炜业自动化控制系统有限公司,"可信工业防火墙（ IFW2400/V1.0.0)",CNITSEC2013PRD0313,EAL3,2013-8-1,2016-7-31,NULL
896,北京和利时系统工程有限公司,"和利时工业防火墙（ GM010-ISF/V1.0)",CNITSEC2013PRD0314,EAL3,2013-8-1,2016-7-31,NULL
897,网神信息技术（北京）股份有限公司,"网神 SecGate 3600工业控制防火墙系统（百兆 /V3.6.6.0)",CNITSEC2013PRD0315,EAL3,2013-8-1,2016-7-31,NULL
898,江南信安（北京）科技有限公司,"移动安全接入认证网关（ MAASG）",CNITSEC2013PRD0316,EAL3,2013-8-9,2016-8-8,NULL
899,沈阳东软系统集成工程有限公司,"NetEye 安全运维平台系统 V5.0",CNITSEC2013PRD0317,EAL3,2013-8-12,2016-8-11,NULL
900,深圳市连用科技有限公司,"连用文件服务器软件 V3",CNITSEC2013PRD0318,EAL1,2013-8-12,2016-8-11,NULL
901,北京握奇智能科技有限公司,"握奇可视按键型 USBKey A18 V2.1",CNITSEC2013PRD0319,EAL3+,2013-8-19,2016-8-18,NULL
902,北京天融信科技有限公司,"网络卫士主机监控与审计系统 V3",CNITSEC2013PRD0320,EAL3,2013-8-19,2016-8-18,NULL
903,北京融维天成科技有限公司,"融维天成量化策略交易系统 V1.0",CNITSEC2013PRD0321,EAL2,2013-8-19,2016-8-18,NULL
904,安徽中新软件有限公司,"中新金盾 WEB应用防护系统 V1.0",CNITSEC2013PRD0296,EAL1,2013-7-1,2016-6-30,NULL
905,安徽中新软件有限公司,"中新金盾防火墙系统 V1.0(千兆）",CNITSEC2013PRD0297,EAL1,2013-7-1,2016-6-30,NULL
906,北京天融信科技有限公司,"天融信入侵防御系统 TopIDP3000（千兆） V3",CNITSEC2013PRD0298,EAL3,2013-7-1,2016-6-30,NULL
907,北京天融信网络安全技术有限公司,"天融信入侵防御系统 TopIDP3000（千兆） V3",CNITSEC2013PRD0299,EAL3,2013-7-1,2016-6-30,NULL
908,北京山石网科信息技术有限公司,"山石网科安全网关 V5（千兆）",CNITSEC2013PRD0300,EAL3,2013-7-8,2016-7-7,NULL
909,北京山石网科信息技术有限公司,"山石网科安全网关 V5（万兆）",CNITSEC2013PRD0301,EAL3,2013-7-8,2016-7-7,NULL
910,成都银行股份有限公司,"远程 windows终端安全防护系统 V1.0",CNITSEC2013PRD0302,EAL1,2013-7-8,2016-7-7,NULL
911,杭州迪普科技有限公司,"迪普 Dptech防火墙 Conplat V1（千兆）",CNITSEC2013PRD0303,EAL3,2013-7-12,2016-7-11,NULL
912,泰天金诺科技（北京）有限公司,"锁域电子文档安全管理系统 V2.0",CNITSEC2013PRD0304,EAL3,2013-7-12,2016-7-11,NULL
913,上海格尔软件股份有限公司,"格尔打印管控系统（ V5.7.0）",CNITSEC2013PRD0305,EAL3,2013-7-12,2016-7-11,NULL
914,浙江长天信息技术有限公司,"手机隐私宝软件 V2.0.2",CNITSEC2013PRD0306,EAL2,2013-7-29,2016-7-28,NULL
915,南京富岛信息工程有限公司,"信关数据终端（ V2.1/HD007)",CNITSEC2013PRD0307,EAL2,2013-7-29,2016-7-28,NULL
916,北京神州绿盟科技有限公司,"绿盟 WEB应用防护系统（百兆） V6.0",CNITSEC2013PRD0277,EAL3,2013-5-23,2016-5-22,NULL
917,北京神州绿盟科技有限公司,"绿盟 WEB应用防护系统（千兆） V6.0",CNITSEC2013PRD0278,EAL3,2013-5-23,2016-5-22,NULL
918,北京圣博润高新技术股份有限公司,"LanSecS（堡垒主机）内控管理平台 V2.0",CNITSEC2013PRD0279,EAL2,2013-5-28,2016-5-27,NULL
919,海南港澳资讯产业股份有限公司,"港澳资讯证券交易系统 V1.0",CNITSEC2013PRD0280,EAL2,2013-5-28,2016-5-27,NULL
920,沈阳东软系统集成工程有限公司,"NetEye防火墙 V3.2(万兆）",CNITSEC2013PRD0281,EAL3,2013-5-31,2016-5-30,NULL
921,华为技术有限公司,"HUAWEI USG9000防火墙 V3（万兆）",CNITSEC2013PRD0282,EAL3,2013-5-31,2016-5-30,NULL
922,北京天融信科技有限公司,"天融信入侵防御系统 TopIDP3000（万兆） V3",CNITSEC2013PRD0283,EAL3,2013-5-31,2016-5-30,NULL
923,北京网御星云信息技术有限公司,"网御防火墙系统 V3.0(万兆）",CNITSEC2013PRD0284,EAL3,2013-5-31,2016-5-30,NULL
924,汉柏科技有限公司,"防火墙 V5.0(万兆）",CNITSEC2013PRD0285,EAL3,2013-5-31,2016-5-30,NULL
925,杭州迪普科技有限公司,"DPtech万兆入侵防御系统 V1.0",CNITSEC2013PRD0286,EAL3,2013-5-31,2016-5-30,NULL
926,神州数码（中国）有限公司,"DCFW-1800高端核心防火墙 V1.1.0（万兆）",CNITSEC2013PRD0287,EAL3,2013-5-31,2016-5-30,NULL
927,南京中新赛克科技有限责任公司,"中新赛克高性能防火墙 HPFW-1000 V1(万兆）",CNITSEC2013PRD0288,EAL3,2013-5-31,2016-5-30,NULL
928,北京联华中安信息技术有限公司,"高性能防火墙系统 V1.0（万兆）",CNITSEC2013PRD0289,EAL3,2013-5-31,2016-5-30,NULL
929,深圳市文鼎创数据科技有限公司,"按键显示型智能密码钥匙 EsecuKey-K3 V02.02",CNITSEC2013PRD0290,EAL3+,2013-6-4,2016-6-3,NULL
930,飞天诚信科技股份有限公司,"可视按键型智能密码钥匙 InterPass（ SJK1207） V3.0",CNITSEC2013PRD0291,EAL3+,2013-6-4,2016-6-3,NULL
931,北京华大智宝电子系统有限公司,"可视按键型智能密码钥匙 uKeyCI800（ V4.4)",CNITSEC2013PRD0292,EAL3+,2013-6-4,2016-6-3,NULL
932,北京神州绿盟信息安全科技股份有限公司,"绿盟 WEB应用防护系统（百兆） V6.0",CNITSEC2013PRD0293,EAL3,2013-6-4,2016-6-3,NULL
933,北京神州绿盟信息安全科技股份有限公司,"绿盟 WEB应用防护系统（千兆） V6.0",CNITSEC2013PRD0294,EAL3,2013-6-4,2016-6-3,NULL
934,上海爱信诺航芯电子科技有限公司,"智能密码钥匙芯片 SCC-X/V1.1",CNITSEC2013PRD0295,EAL4+,2013-6-5,2016-6-4,NULL
935,武汉达梦数据库有限公司,"达梦数据库管理系统 V7.0",CNITSEC2013PRD0276,EAL3,2013-4-15,2016-4-14,NULL
936,上海达梦数据库有限公司,"达梦数据库管理系统 V7.1",CNITSEC2013I&OE0011,自主原创,2013-4-15,2016-4-14,NULL
937,杭州合众信息技术股份有限公司,"合众安全隔离与单向传输系统 V1.0(千兆）",CNITSEC2013PRD0265,EAL3,2013-3-4,2016-3-3,NULL
938,北京安信华科技有限公司,"安信华安全网关 V6",CNITSEC2013PRD0266,EAL3,2013-3-12,2016-3-11,NULL
939,上海三星半导体有限公司,"三星智能卡芯片 S3FS9FG",CNITSEC2013PRD0267,EAL4+,2013-3-18,2016-3-17,NULL
940,上海三星半导体有限公司,"三星智能卡芯片 S3FS9F6",CNITSEC2013PRD0268,EAL4+,2013-3-18,2016-3-17,NULL
941,上海三星半导体有限公司,"三星智能卡芯片 S3FS9F5",CNITSEC2013PRD0269,EAL4+,2013-3-18,2016-3-17,NULL
942,上海三星半导体有限公司,"三星智能卡芯片 S3FS9F4",CNITSEC2013PRD0270,EAL4+,2013-3-18,2016-3-17,NULL
943,上海三星半导体有限公司,"三星智能卡芯片 S3FS9F3",CNITSEC2013PRD0271,EAL4+,2013-3-18,2016-3-17,NULL
944,上海三星半导体有限公司,"三星智能卡芯片 S3FS9F9",CNITSEC2013PRD0272,EAL4+,2013-3-18,2016-3-17,NULL
945,上海三星半导体有限公司,"三星智能卡芯片 S3FS9F8",CNITSEC2013PRD0273,EAL4+,2013-3-18,2016-3-17,NULL
946,哈尔滨安天科技股份有限公司,"安天网络病毒监控系统（ VDS-H20G/V6.0)",CNITSEC2013PRD0274,EAL3,2013-3-18,2016-3-17,NULL
947,北京大明五洲科技有限公司,"显示按键型智能密码钥匙 eSafe LD（ SJK1103） V2.1.4.2",CNITSEC2013PRD0275,EAL3+,2013-3-27,2016-3-26,NULL
948,北京天融信科技有限公司,"网络卫士防火墙系统 V3",CNITSEC2013I&OE0007,自主原创,2013-3-27,2016-3-26,NULL
949,沈阳东软系统集成工程有限公司,"NetEye防火墙 V3.2",CNITSEC2013I&OE0008,自主原创,2013-3-27,2016-3-26,NULL
950,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统 V7.0",CNITSEC2013I&OE0009,自主原创,2013-3-27,2016-3-26,NULL
951,北京神州绿盟科技有限公司,"绿盟网络入侵检测系统 V5.6",CNITSEC2013I&OE0010,自主原创,2013-3-27,2016-3-26,NULL
952,北京神州绿盟科技有限公司,"绿盟安全网关（百兆） V5.6",CNITSEC2012PRD0249,EAL3,2013-1-1,2015-12-31,NULL
953,北京神州绿盟科技有限公司,"绿盟安全网关（千兆） V5.6",CNITSEC2012PRD0250,EAL3,2013-1-1,2015-12-31,NULL
954,北京神州绿盟信息安全科技股份有限公司,"绿盟安全网关（百兆） V5.6",CNITSEC2012PRD0251,EAL3,2013-1-1,2015-12-31,NULL
955,北京神州绿盟信息安全科技股份有限公司,"绿盟安全网关（千兆） V5.6",CNITSEC2012PRD0252,EAL3,2013-1-1,2015-12-31,NULL
956,郑州信大捷安信息技术股份有限公司,"信大捷安居民健康卡操作系统 (XJJK_COS)V1.00",CNITSEC2012PRD0253,EAL4+,2013-1-1,2015-12-31,NULL
957,国民技术股份有限公司,"USBKey芯片 SSX0913-B",CNITSEC2012PRD0254,EAL4+,2013-1-1,2015-12-31,NULL
958,北京天行网安信息技术有限责任公司,"高性能安全隔离与信息交换系统（ Topwalk-GAP V3.5)(万兆）",CNITSEC2013PRD0255,EAL3,2013-1-15,2016-1-14,NULL
959,北京网御星云信息技术有限公司,"网御安全隔离与信息交换系统 SIS-3000 V1.0（万兆）",CNITSEC2013PRD0256,EAL3,2013-1-15,2016-1-14,NULL
960,杭州合众信息技术股份有限公司,"合众安全隔离与信息交换系统 AG-650 v5.0",CNITSEC2013PRD0257,EAL3,2013-1-15,2016-1-14,NULL
961,珠海经济特区伟思有限公司,"基于 IPv4/IPv6双栈的高性能安全隔离与信息交换系统 VIGAP v6.5",CNITSEC2013PRD0258,EAL3,2013-1-15,2016-1-14,NULL
962,中网通迅网络有限公司,"中网高性能安全隔离与信息交换系统（中网网闸 X-GAP） V6.0",CNITSEC2013PRD0259,EAL3,2013-1-15,2016-1-14,NULL
963,瑞达信息安全产业股份有限公司,"瑞达高性能安全隔离与信息交换系统 JGAP-3000 v3.0",CNITSEC2013PRD0260,EAL3,2013-1-15,2016-1-14,NULL
964,北京神州绿盟科技有限公司,"绿盟远程安全评估系统 NSFOCUS RSAS v5.0",CNITSEC2013PRD0261,EAL3,2013-1-15,2016-1-14,NULL
965,无锡市同威科技有限公司,"漏洞扫描评估系统 TW-SCANNER-02 V1.1",CNITSEC2013PRD0262,EAL3,2013-1-15,2016-1-14,NULL
966,上海三星半导体有限公司,"三星智能卡芯片 S3FS9FV",CNITSEC2013PRD0263,EAL4+,2013-1-25,2016-1-24,NULL
967,天地融科技股份有限公司,"Onkey193D USBKey V2.1",CNITSEC2013PRD0264,EAL4+,2013-1-25,2016-1-24,NULL
968,北京天融信科技有限公司,"网络卫士防火墙系统 NGFW4000-UF(万兆） V3",CNITSEC2012PRD0212,EAL3,2012-12-5,2015-12-4,NULL
969,杭州迪普科技有限公司,"Dptech万兆防火墙 DPX8000/V1",CNITSEC2012PRD0213,EAL3,2012-12-5,2015-12-4,NULL
970,上海神州数码有限公司,"DCFW-1800高端核心防火墙 V1.0.0",CNITSEC2012PRD0214,EAL3,2012-12-5,2015-12-4,NULL
971,沈阳东软系统集成工程有限公司,"东软 NetEye集成安全网关 NISG7000 V4.2（万兆）",CNITSEC2012PRD0215,EAL3,2012-12-5,2015-12-4,NULL
972,华为技术有限公司,"HUAWEI Eudemon1000E V1",CNITSEC2012PRD0216,EAL3,2012-12-5,2015-12-4,NULL
973,福建星网锐捷网络有限公司,"下一代高性能防火墙 RG-WALL 1600-X(V5.2)",CNITSEC2012PRD0217,EAL3,2012-12-5,2015-12-4,NULL
974,网神信息技术（北京）股份有限公司,"网神 SecGate3600防火墙（ V3.6.6.0/万兆）",CNITSEC2012PRD0218,EAL3,2012-12-5,2015-12-4,NULL
975,广州江南科友科技股份有限公司,"运维安全审计系统 HAC V3",CNITSEC2012PRD0219,EAL1,2012-12-5,2015-12-4,NULL
976,网神信息技术（北京）股份有限公司,"网神 SecGate3600安全网关（百兆 /V3.6.6.0）",CNITSEC2012PRD0220,EAL3,2012-12-26,2015-12-25,NULL
977,网神信息技术（北京）股份有限公司,"网神 SecGate3600安全网关（千兆 /V3.6.6.0）",CNITSEC2012PRD0221,EAL3,2012-12-26,2015-12-25,NULL
978,华为技术有限公司,"Secoway USG5500防火墙（万兆）（ V5.3）",CNITSEC2012PRD0222,EAL3,2012-12-26,2015-12-25,NULL
979,广东金赋信息科技有限公司,"金赋可信接入系统 V1.0",CNITSEC2012PRD0223,EAL3,2012-12-26,2015-12-25,NULL
980,北京冠群金辰软件有限公司,"KILL过滤网关 V3.06",CNITSEC2012PRD0224,EAL1,2012-12-26,2015-12-25,NULL
981,国网信息通信有限公司,"电力云虚拟化管理系统 V1.0",CNITSEC2012PRD0225,EAL3,2012-12-26,2015-12-25,NULL
982,成都卫士通信息产业股份有限公司,"中华卫士 IPSEC VPN TG1.1（ IPv6版）",CNITSEC2012PRD0226,EAL3,2012-12-26,2015-12-25,NULL
983,北京天融信科技有限公司,"网络卫士 VPN系统 V6.1",CNITSEC2012PRD0227,EAL3,2012-12-26,2015-12-25,NULL
984,北京启明星辰信息安全技术有限公司,"天清入侵防御系统 V6.0",CNITSEC2012PRD0228,EAL3,2012-12-26,2015-12-25,NULL
985,浪潮通信信息系统有限公司,"浪潮下一代互联网高性能安全防御系统 V1.1",CNITSEC2012PRD0229,EAL3,2012-12-26,2015-12-25,NULL
986,北京中创信测科技股份有限公司,"下一代互联网审计系统 V2.0.2",CNITSEC2012PRD0230,EAL3,2012-12-26,2015-12-25,NULL
