id,manufacturer,name,certification_id,assurance_level,certification_date,archived_date,remark
372,网神信息技术（北京）股份有限公司,网神SecFox日志收集与分析系统SecFox/V5.0,CNITSEC2018PRD0829,EAL3+,2018/6/22,2021/6/21,NULL
373,网神信息技术（北京）股份有限公司,360网神日志收集与分析系统V7.0,CNITSEC2018PRD0830,EAL3+,2018/6/22,2021/6/21,NULL
374,天地融科技股份有限公司,"OnKey193D音码型USBKey V2.2",CNITSEC2018PRD0831,EAL3+,2018/7/23,2021/7/22,NULL
375,北京升鑫网络科技有限公司,"青藤主机自适应安全平台 V3.0",CNITSEC2018PRD0832,EAL3,2018/7/23,2021/7/22,NULL
376,北京智游网安科技有限公司,爱加密移动应用安全加固平台V4.0,CNITSEC2018PRD0833,EAL3,2018/7/31,2021/7/30,NULL
377,北京天融信网络安全技术有限公司,天融信入侵检测系统TopSentry3000(FA)V3（千兆）,CNITSEC2017PRD0756,EAL3+,2017/11/20,2020/11/19,NULL
378,北京天融信科技有限公司,天融信入侵检测系统TopSentry3000(FA)V3（千兆）,CNITSEC2017PRD0757,EAL3+,2017/11/20,2020/11/19,NULL
379,上海君众甲匠网络技术有限公司,君众芯御防火墙（JZFW-1G/V3.2),CNITSEC2017PRD0758,EAL3+,2017/11/20,2020/11/19,NULL
380,杭州安恒信息技术有限公司,明御WEB应用防火墙（千兆）V3.0,CNITSEC2017PRD0759,EAL3+,2017/11/20,2020/11/19,NULL
381,杭州安恒信息技术有限公司,明御数据库审计与风险控制系统（千兆）V4.0,CNITSEC2017PRD0760,EAL3+,2017/11/20,2020/11/19,NULL
382,杭州安恒信息技术有限公司,"明鉴WEB应用弱点扫描器MatriXay WEBSCAN V6.0.1",CNITSEC2017PRD0761,EAL3+,2017/11/20,2020/11/19,NULL
383,湖南新云网科技有限公司,安全隔离计算机主板V1.0,CNITSEC2017PRD0762,EAL1,2017/12/7,2020/12/6,NULL
384,北京启明星辰信息安全技术有限公司,"天清安全隔离与信息交换系统 V2.6",CNITSEC2017PRD0763,EAL3+,2017/12/14,2020/12/13,NULL
385,北京网御星云信息技术有限公司,"网御安全隔离与信息交换系统 V1.0",CNITSEC2017PRD0764,EAL3+,2017/12/14,2020/12/13,NULL
386,北京启明星辰信息安全技术有限公司,天清汉马USG一体化安全网关V2.6(千兆),CNITSEC2017PRD0765,EAL3+,2017/12/14,2020/12/13,NULL
387,北京启明星辰信息安全技术有限公司,天清汉马USG一体化安全网关V2.6(万兆),CNITSEC2017PRD0766,EAL3+,2017/12/14,2020/12/13,NULL
388,北京网御星云信息技术有限公司,网御安全网关系统V3.0(千兆),CNITSEC2017PRD0767,EAL3+,2017/12/14,2020/12/13,NULL
389,北京网御星云信息技术有限公司,网御安全网关系统V3.0(万兆),CNITSEC2017PRD0768,EAL3+,2017/12/14,2020/12/13,NULL
390,北京志翔科技股份有限公司,至安盾ZS-ISP安全网关V4,CNITSEC2017PRD0769,EAL3+,2017/12/14,2020/12/13,NULL
391,北京启明星辰信息安全技术有限公司,天玥网络安全审计系统V6.0（千兆）,CNITSEC2018PRD0770,EAL3+,2018/1/2,2021/1/1,NULL
392,杭州迪普科技股份有限公司,"迪普网络安全审计系统DPtech UAG3000(千兆）V1.0",CNITSEC2018PRD0771,EAL1,2018/1/2,2021/1/1,NULL
393,国家新闻出版广电总局广播科学研究院,"智能电视操作系统TVOS 2.0",CNITSEC2018PRD0772,EAL3,2018/1/12,2021/1/11,NULL
394,北京华瀛安盛科技发展有限公司,原网安全智能联网系统V3.0,CNITSEC2018PRD0774,EAL1,2018/1/18,2018/1/17-,NULL
395,北京同方微电子有限公司,芯片THK88V20,CNITSEC2018PRD0775,EAL4+,2018/1/26,2021/1/25,NULL
396,华为技术有限公司,"HUAWEI USG6000 防火墙（千兆）V5",CNITSEC2018PRD0776,EAL3+,2018/2/7,2021/2/6,NULL
397,杭州迪普科技股份有限公司,"迪普入侵防御系统DPtech IPS2000(千兆）V1.0",CNITSEC2018PRD0777,EAL3+,2018/2/7,2021/2/6,NULL
398,北京网御星云信息技术有限公司,"网御数据库审计系统V3.0 LA-DAP(千兆）",CNITSEC2018PRD0778,EAL3+,2018/2/7,2021/2/6,NULL
399,北京启明星辰信息安全技术有限公司,"天玥数据库审计系统V6.0 DA(千兆）",CNITSEC2018PRD0779,EAL3+,2018/2/7,2021/2/6,NULL
400,深圳市财富趋势科技股份有限公司,通达信证券交易系统软件V4.0,CNITSEC2018PRD0780,EAL2,2018/2/7,2021/2/6,NULL
401,蓝盾信息安全技术有限公司,"蓝盾信息安全管理审计系统S3000 V3.1",CNITSEC2018PRD0781,EAL3+,2018/2/7,2021/2/6,NULL
402,蓝盾信息安全技术股份有限公司,"蓝盾信息安全管理审计系统S3000 V3.1",CNITSEC2018PRD0782,EAL3+,2018/2/7,2021/2/6,NULL
403,北京紫光恒越网络科技有限公司,"UNIS F1000防火墙（千兆）/V7.1",CNITSEC2018PRD0783,EAL3+,2018/2/7,2021/2/6,NULL
404,北京紫光恒越网络科技有限公司,"UNIS F5000防火墙(万兆）/V7.1",CNITSEC2018PRD0784,EAL3+,2018/2/7,2021/2/6,NULL
405,北京紫光恒越网络科技有限公司,"UNIS F1000入侵防御系统（千兆）/V7.1",CNITSEC2018PRD0785,EAL3+,2018/2/7,2021/2/6,NULL
406,北京紫光恒越网络科技有限公司,"UNIS F5000入侵防御系统（万兆）/V7.1",CNITSEC2018PRD0786,EAL3+,2018/2/7,2021/2/6,NULL
407,中铁信安（北京）信息安全技术有限公司,"科博安全隔离与信息单向导入系统 V2.0",CNITSEC2017PRD0743,EAL3+,2017/9/29,2020/9/28,NULL
408,北京威努特技术有限公司,工业防火墙V2.0,CNITSEC2017PRD0744,EAL1,2017/9/29,2020/9/28,NULL
409,北京匡恩网络科技有限责任公司,匡恩网络监测审计系统V2.0,CNITSEC2017PRD0745,EAL3,2017/9/29,2020/9/28,NULL
410,北京兰云科技有限公司,"兰眼下一代威胁感知系统 V2.0",CNITSEC2017PRD0746,EAL3+,2017/10/26,2020/10/25,NULL
411,蓝盾信息安全技术股份有限公司,蓝盾防火墙（百兆）V2.0,CNITSEC2017PRD0747,EAL3+,2017/10/26,2020/10/25,NULL
412,蓝盾信息安全技术有限公司,蓝盾防火墙（百兆）V2.0,CNITSEC2017PRD0748,EAL3+,2017/10/26,2020/10/25,NULL
413,蓝盾信息安全技术股份有限公司,蓝盾防火墙（千兆）V2.0,CNITSEC2017PRD0749,EAL3+,2017/10/26,2020/10/25,NULL
414,蓝盾信息安全技术有限公司,蓝盾防火墙（千兆）V2.0,CNITSEC2017PRD0750,EAL3+,2017/10/26,2020/10/25,NULL
415,中新网络信息安全股份有限公司,"中新金盾抗拒绝服务系统ZX-DMS V9.0（万兆）",CNITSEC2017PRD0751,EAL3+,2017/10/26,2020/10/25,NULL
416,江苏通付盾信息安全技术有限公司,安全加固V3.4,CNITSEC2017PRD0752,EAL3,2017/11/13,2020/11/12,NULL
417,杭州迪普科技股份有限公司,"迪普异常流量检测与清洗系统Dptech Guard3000(万兆）V1.0",CNITSEC2017PRD0753,EAL3+,2017/11/13,2020/11/12,NULL
418,浪潮电子信息产业股份有限公司,"InCloud Sphere V5",CNITSEC2017PRD0754,EAL3+,2017/11/13,2020/11/12,NULL
419,北京永新视博数字电视技术有限公司,数字电视条件接收系统CDCAS3.0,CNITSEC2017PRD0755,EAL3,2017/11/13,2020/11/12,NULL
420,中铁信安（北京）信息安全技术有限公司,"科博安全隔离与信息单向导入系统 V2.0",CNITSEC2017PRD0743,EAL3+,2017/9/29,2020/9/28,NULL
421,北京威努特技术有限公司,工业防火墙V2.0,CNITSEC2017PRD0744,EAL1,2017/9/29,2020/9/28,NULL
422,北京匡恩网络科技有限责任公司,匡恩网络监测审计系统V2.0,CNITSEC2017PRD0745,EAL3,2017/9/29,2020/9/28,NULL
423,北京兰云科技有限公司,"兰眼下一代威胁感知系统 V2.0",CNITSEC2017PRD0746,EAL3+,2017/10/26,2020/10/25,NULL
424,蓝盾信息安全技术股份有限公司,蓝盾防火墙（百兆）V2.0,CNITSEC2017PRD0747,EAL3+,2017/10/26,2020/10/25,NULL
425,蓝盾信息安全技术有限公司,蓝盾防火墙（百兆）V2.0,CNITSEC2017PRD0748,EAL3+,2017/10/26,2020/10/25,NULL
426,蓝盾信息安全技术股份有限公司,蓝盾防火墙（千兆）V2.0,CNITSEC2017PRD0749,EAL3+,2017/10/26,2020/10/25,NULL
427,蓝盾信息安全技术有限公司,蓝盾防火墙（千兆）V2.0,CNITSEC2017PRD0750,EAL3+,2017/10/26,2020/10/25,NULL
428,中新网络信息安全股份有限公司,"中新金盾抗拒绝服务系统ZX-DMS V9.0（万兆）",CNITSEC2017PRD0751,EAL3+,2017/10/26,2020/10/25,NULL
429,江苏通付盾信息安全技术有限公司,安全加固V3.4,CNITSEC2017PRD0752,EAL3,2017/11/13,2020/11/12,NULL
430,杭州迪普科技股份有限公司,"迪普异常流量检测与清洗系统Dptech Guard3000(万兆）V1.0",CNITSEC2017PRD0753,EAL3+,2017/11/13,2020/11/12,NULL
431,浪潮电子信息产业股份有限公司,"InCloud Sphere V5",CNITSEC2017PRD0754,EAL3+,2017/11/13,2020/11/12,NULL
432,北京永新视博数字电视技术有限公司,数字电视条件接收系统CDCAS3.0,CNITSEC2017PRD0755,EAL3,2017/11/13,2020/11/12,NULL
433,网神信息技术（北京）股份有限公司,"360 网神防火墙系统NSG（千兆）/V4.0",CNITSEC2017PRD0722,EAL3+,2017/7/25,2020/7/24,NULL
434,网神信息技术（北京）股份有限公司,"360 网神防火墙系统NSG（万兆）/V4.0",CNITSEC2017PRD0723,EAL3+,2017/7/25,2020/7/24,NULL
435,网神信息技术（北京）股份有限公司,"网神SecGate 3600防火墙NSG（千兆）/V3.6.6.0",CNITSEC2017PRD0724,EAL3+,2017/7/25,2020/7/24,NULL
436,网神信息技术（北京）股份有限公司,"网神SecGate 3600防火墙NSG（万兆）/V3.6.6.0",CNITSEC2017PRD0725,EAL3+,2017/7/25,2020/7/24,NULL
437,沈阳东软系统集成工程有限公司,"NetEye 安全运维平台系统 V5.0",CNITSEC2017PRD0726,EAL3+,2017/7/25,2020/7/24,NULL
438,北京神州数码云科信息技术有限公司,"安全网关 DCFW-1800（千兆）/V5.0",CNITSEC2017PRD0727,EAL3+,2017/8/23,2020/8/22,NULL
439,北京神州数码云科信息技术有限公司,"安全网关 DCFW-1800（万兆）/V5.0",CNITSEC2017PRD0728,EAL3+,2017/8/23,2020/8/22,NULL
440,飞天诚信科技股份有限公司,"蓝牙型智能密码钥匙bInterPass V6.0",CNITSEC2017PRD0729,EAL4+,2017/8/23,2020/8/22,NULL
441,北京坚石诚信科技有限公司,"蓝牙型智能密码钥匙bInterPass V6.0",CNITSEC2017PRD0730,EAL4+,2017/8/23,2020/8/22,NULL
442,北京华大智宝电子系统有限公司,"华大蓝牙型智能密码钥匙uKeyCI800 V2.0",CNITSEC2017PRD0731,EAL4+,2017/8/23,2020/8/22,NULL
443,北京华虹集成电路设计有限责任公司,"华虹蓝牙型智能密码钥匙HH-UKey4000 V2.0",CNITSEC2017PRD0732,EAL4+,2017/8/23,2020/8/22,NULL
444,北京启明星辰信息安全技术有限公司,"天清入侵防御系统 V6.0（百兆）",CNITSEC2017PRD0733,EAL3+,2017/9/16,2020/9/15,NULL
445,北京启明星辰信息安全技术有限公司,"天清入侵防御系统 V6.0（千兆）",CNITSEC2017PRD0734,EAL3+,2017/9/16,2020/9/15,NULL
446,湖南国科微电子股份有限公司,直播卫星DCAS芯片GK6202S,CNITSEC2017PRD0735,EAL3,2017/9/16,2020/9/15,NULL
447,北京天融信网络安全技术有限公司,天融信防火墙系统NGFW4000-UF(FA)(千兆)V3,CNITSEC2017PRD0736,EAL3+,2017/9/16,2020/9/15,NULL
448,北京天融信科技有限公司,天融信防火墙系统NGFW4000-UF(FA)(千兆)V3,CNITSEC2017PRD0737,EAL3+,2017/9/16,2020/9/15,NULL
449,北京启明星辰信息安全技术有限公司,"泰合信息安全运营中心系统 V3.0",CNITSEC2017PRD0738,EAL3+,2017/9/16,2020/9/15,NULL
450,北京网御星云信息技术有限公司,"网御安全管理系统 V3.0",CNITSEC2017PRD0739,EAL3+,2017/9/16,2020/9/15,NULL
451,网神信息技术（北京）股份有限公司,"网神SecSSL 3600安全接入网关SecSSL/V5.0",CNITSEC2017PRD0740,EAL3+,2017/9/20,2020/9/19,NULL
452,网神信息技术（北京）股份有限公司,"360 网神安全接入网关系统NSAG/V6.0",CNITSEC2017PRD0741,EAL3+,2017/9/20,2020/9/19,NULL
453,网神信息技术（北京）股份有限公司,"网神SecDDos 3600 抗拒绝服务系统（千兆）V4.0",CNITSEC2017PRD0742,EAL3+,2017/9/20,2020/9/19,NULL
454,北京蓝海讯通科技股份有限公司,蓝海讯通Web应用防护系统V1.0,CNITSEC2017PRD0699,EAL3+,2017/6/1,2020/5/31,NULL
455,杭州合众数据技术有限公司,"合众安全隔离与单向传输系统 V1.0",CNITSEC2017PRD0700,EAL3+,2017/6/1,2020/5/31,NULL
456,北京山石网科信息技术有限公司,山石网科网络入侵防御系统（千兆）V5.0,CNITSEC2017PRD0701,EAL3+,2017/6/1,2020/5/31,NULL
457,北京山石网科信息技术有限公司,山石网科网络入侵防御系统（万兆）V5.0,CNITSEC2017PRD0702,EAL3+,2017/6/1,2020/5/31,NULL
458,北京华大智宝电子系统有限公司,"SC900型华大智能IC卡操作系统（Sigma COS) V3.0",CNITSEC2017PRD0703,EAL4+,2017/6/22,2020/6/21,NULL
459,北京圣博润高新技术股份有限公司,"LanSecS(堡垒主机）内控管理平台 V2.0",CNITSEC2017PRD0704,EAL3+,2017/6/22,2020/6/21,NULL
460,北京天融信网络安全技术有限公司,"天融信入侵检测系统 TopSentry3000（千兆）V3",CNITSEC2017PRD0705,EAL3+,2017/6/22,2020/6/21,NULL
461,北京天融信科技有限公司,"天融信入侵检测系统 TopSentry3000（千兆）V3",CNITSEC2017PRD0706,EAL3+,2017/6/22,2020/6/21,NULL
462,北京天融信网络安全技术有限公司,"天融信入侵检测系统 TopSentry3000（万兆）V3",CNITSEC2017PRD0707,EAL3+,2017/6/22,2020/6/21,NULL
463,北京天融信科技有限公司,"天融信入侵检测系统 TopSentry3000（万兆）V3",CNITSEC2017PRD0708,EAL3+,2017/6/22,2020/6/21,NULL
464,西安神盾网络科技有限责任公司,大唐神盾信息安全单向导入设备SD-FMGW-1603/V1.0,CNITSEC2017PRD0709,EAL1,2017/6/22,2020/6/21,NULL
465,北京天融信网络安全技术有限公司,"天融信数据库审计系统TA-DB(千兆) V3",CNITSEC2017PRD0710,EAL3+,2017/6/22,2020/6/21,NULL
466,北京天融信科技有限公司,"天融信数据库审计系统TA-DB(千兆) V3",CNITSEC2017PRD0711,EAL3+,2017/6/22,2020/6/21,NULL
467,北京天融信网络安全技术有限公司,天融信数据库审计系统TA-DB（万兆）V3,CNITSEC2017PRD0712,EAL3+,2017/6/22,2020/6/21,NULL
468,北京天融信科技有限公司,"天融信数据库审计系统TA-DB（万兆） V3",CNITSEC2017PRD0713,EAL3+,2017/6/22,2020/6/21,NULL
469,新华三技术有限公司,"H3C Secpath T1000入侵防御系统（千兆）/Comware V7",CNITSEC2017PRD0714,EAL3+,2017/6/22,2020/6/21,NULL
470,新华三技术有限公司,"H3C Secpath T5000入侵防御系统（万兆）/Comware V7",CNITSEC2017PRD0715,EAL3+,2017/6/22,2020/6/21,NULL
471,北京万户网络技术有限公司,万户ezOFFICE协同管理平台V11.2,CNITSEC2017PRD0716,EAL1,2017/6/22,2020/6/21,NULL
472,北京网御星云信息技术有限公司,"网御网络审计系统 V3.0（千兆）",CNITSEC2017PRD0717,EAL3+,2017/6/22,2020/6/21,NULL
473,中铁信安（北京）信息安全技术有限公司,科博安全隔离与信息交换系统V2.3,CNITSEC2017PRD0718,EAL3+,2017/6/26,2020/6/25,NULL
474,网神信息技术（北京）股份有限公司,"网神SecWAF 3600 Web 应用防火墙系统（千兆/V4.0）",CNITSEC2017PRD0719,EAL3+,2017/7/6,2020/7/5,NULL
475,天津国芯科技有限公司,移动终端加密芯片A5（ET300),CNITSEC2017PRD0720,EAL4+,2017/7/6,2020/7/5,NULL
476,深圳市中易通网络技术有限公司,移动终端加密芯片A5（ET300）,CNITSEC2017PRD0721,EAL4+,2017/7/6,2020/7/5,NULL
477,华为技术有限公司,"HUAWEI FireHunter 沙箱 V1",CNITSEC2017PRD0675,EAL3+,2017/4/13,2020/4/12,NULL
478,北京天融信网络安全技术有限公司,"天融信安全管理系统 V3",CNITSEC2017PRD0676,EAL3+,2017/4/13,2020/4/12,NULL
479,北京天融信科技股份有限公司,"天融信安全管理系统 V3",CNITSEC2017PRD0677,EAL3+,2017/4/13,2020/4/12,NULL
480,北京天融信科技股份有限公司,"天融信网络审计系统 TA-Net（万兆）V3",CNITSEC2017PRD0678,EAL3+,2017/4/13,2020/4/12,NULL
481,北京天融信网络安全技术有限公司,天融信网络审计系统TA-Net（万兆）V3,CNITSEC2017PRD0679,EAL3+,2017/4/13,2020/4/12,NULL
482,网神信息技术（北京）股份有限公司,"网神SecIDS 3600入侵检测系统（千兆/V4.0）",CNITSEC2017PRD0680,EAL3+,2017/4/13,2020/4/12,NULL
483,网神信息技术（北京）股份有限公司,"网神SecIPS 3600入侵防御系统（千兆/V1.1）",CNITSEC2017PRD0681,EAL3+,2017/4/13,2020/4/12,NULL
484,山东中创软件商用中间件股份有限公司,InforGuard网页防篡改系统V5,CNITSEC2017PRD0682,EAL1,2017/4/21,2020/4/20,NULL
485,北京中油瑞飞信息技术有限责任公司,中油瑞飞安全U盘,CNITSEC2017PRD0683,EAL1,2017/4/21,2020/4/20,NULL
486,北京中油瑞飞信息技术有限责任公司,中油瑞飞网络交换机加密板（VB版本）,CNITSEC2017PRD0684,EAL2,2017/4/26,2020/4/25,NULL
487,北京天融信网络安全技术有限公司,天融信应用安全网关系统TopGate（千兆）V3,CNITSEC2017PRD0685,EAL3+,2017/4/26,2020/4/25,NULL
488,北京天融信科技有限公司,天融信应用安全网关系统TopGate（千兆）V3,CNITSEC2017PRD0686,EAL3+,2017/4/26,2020/4/25,NULL
489,北京天融信网络安全技术有限公司,天融信防火墙系统NGFW4000（百兆）V3,CNITSEC2017PRD0687,EAL3+,2017/4/26,2020/4/25,NULL
490,北京天融信网络安全技术有限公司,天融信防火墙系统NGFW4000-UF（千兆）V3,CNITSEC2017PRD0688,EAL3+,2017/4/26,2020/4/25,NULL
491,北京天融信科技有限公司,天融信防火墙系统NGFW4000（百兆）V3,CNITSEC2017PRD0689,EAL3+,2017/4/26,2020/4/25,NULL
492,北京宏思电子技术有限责任公司,"USBKey 芯片 HSC32K1",CNITSEC2017PRD0690,EAL4+,2017/6/1,2020/5/31,NULL
493,北京腾云天下科技有限公司,"TalkingData 数据处理基础组件 V2.1",CNITSEC2017PRD0691,EAL1,2017/6/1,2020/5/31,NULL
494,网神信息技术（北京）股份有限公司,"360 网神光单向安全隔离数据自动导入系统SISL/V3.0",CNITSEC2017PRD0692,EAL3+,2017/6/1,2020/5/31,NULL
495,网神信息技术（北京）股份有限公司,"网神SecSIS 3600光单向安全隔离数据自动导入系统SecSIS/V2.0",CNITSEC2017PRD0693,EAL3+,2017/6/1,2020/5/31,NULL
496,北京中测安华科技有限公司,网安天目数据泄露防护产品V2.0,CNITSEC2017PRD0694,EAL3+,2017/6/1,2020/5/31,NULL
497,大庆中基石油通信建设有限公司,网安天目数据泄露防护产品V2.0,CNITSEC2017PRD0695,EAL3+,2017/6/1,2020/5/31,NULL
498,北京安天网络安全技术有限公司,安天追影威胁分析系统V3.0,CNITSEC2017PRD0696,EAL3+,2017/6/1,2020/5/31,NULL
499,华为技术有限公司,"HUAWEI AntiDDoS1000(千兆）V5",CNITSEC2017PRD0697,EAL3+,2017/6/1,2020/5/31,NULL
500,华为技术有限公司,"HUAWEI AntiDDoS8000(万兆）V5",CNITSEC2017PRD0698,EAL3+,2017/6/1,2020/5/31,NULL
501,北京网御星云信息技术有限公司,"网御漏洞扫描系统 V6.0",CNITSEC2017PRD0651,EAL3+,2017/2/13,2020/2/12,NULL
502,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统 V7.0（万兆）",CNITSEC2017PRD0652,EAL3+,2017/2/13,2020/2/12,NULL
503,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统 V7.0（百兆）",CNITSEC2017PRD0653,EAL3+,2017/2/13,2020/2/12,NULL
504,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统 V7.0（千兆）",CNITSEC2017PRD0654,EAL3+,2017/2/13,2020/2/12,NULL
505,北京天融信网络安全技术有限公司,"天融信 Web应用安全防护系统 TopWAF/V3（千兆）",CNITSEC2017PRD0655,EAL3+,2017/2/13,2020/2/12,NULL
506,北京天融信科技有限公司,"天融信 Web应用安全防护系统 TopWAF/V3(千兆）",CNITSEC2017PRD0656,EAL3+,2017/2/13,2020/2/12,NULL
507,北京天融信科技有限公司,"天融信主机监控与审计系统 V3",CNITSEC2017PRD0657,EAL3,2017/2/13,2020/2/12,NULL
508,湖南国科微电子股份有限公司,"固态硬盘控制器 GK2301F301P105",CNITSEC2017PRD0658,EAL3,2017/2/13,2020/2/12,NULL
509,湖南国科微电子股份有限公司,"固态硬盘控制器 GK8101F301P105",CNITSEC2017PRD0659,EAL3,2017/2/13,2020/2/12,NULL
510,北京诺君安信息技术股份有限公司,"证照智能查验系统 V1.0",CNITSEC2017PRD0660,EAL1,2017/3/2,2020/3/1,NULL
511,上海有云信息技术有限公司,"有云应用安全防火墙（千兆） V1.0",CNITSEC2017PRD0661,EAL3+,2017/3/2,2020/3/1,NULL
512,北京天融信网络安全技术有限公司,"天融信主机监控与审计系统 V3",CNITSEC2017PRD0662,EAL3,2017/3/13,2020/3/12,NULL
513,北京天融信网络安全技术有限公司,"天融信异常流量管理与抗拒绝服务系统 TopADS（千兆） V3",CNITSEC2017PRD0663,EAL3+,2017/3/13,2020/3/12,NULL
514,北京天融信科技股份有限公司,"天融信异常流量管理与抗拒绝服务系统 TopADS（千兆） V3",CNITSEC2017PRD0664,EAL3+,2017/3/13,2020/3/12,NULL
515,北京天融信网络安全技术有限公司,"天融信异常流量管理与抗拒绝服务系统 TopADS（万兆） V3",CNITSEC2017PRD0665,EAL3+,2017/3/13,2020/3/12,NULL
516,北京天融信科技股份有限公司,"天融信异常流量管理与抗拒绝服务系统 TopADS（万兆） V3",CNITSEC2017PRD0666,EAL3+,2017/3/13,2020/3/12,NULL
517,北京握奇智能科技有限公司,"可视按键型智能密码钥匙 WatchKeyOCL-1404/V3.4",CNITSEC2017PRD0667,EAL4+,2017/3/22,2020/3/21,NULL
518,国民技术股份有限公司,"支持智能密码钥匙及支付终端的芯片 Z32HUA",CNITSEC2017PRD0668,EAL4+,2017/3/22,2020/3/21,NULL
519,国民技术股份有限公司,"智能 IC芯片 Z32HM",CNITSEC2017PRD0669,EAL4+,2017/3/22,2020/3/21,NULL
520,深圳市文鼎创数据科技有限公司,"蓝牙型智能密码钥匙 EsecuKey-K3C(3)/V2.3",CNITSEC2017PRD0670,EAL4+,2017/3/22,2020/3/21,NULL
521,联想（北京）有限公司,"基板管理控制器软件 V4",CNITSEC2017PRD0671,EAL2,2017/3/22,2020/3/21,NULL
522,北京神州绿盟科技有限公司,"绿盟运维安全管理系统 V5.6",CNITSEC2017PRD0672,EAL3+,2017/3/22,2020/3/21,NULL
523,北京神州绿盟科技有限公司,"绿盟 NF防火墙（千兆） V6.0",CNITSEC2017PRD0673,EAL4+,2017/4/13,2020/4/12,NULL
524,北京神州绿盟科技有限公司,"绿盟 NF防火墙（万兆） V6.0",CNITSEC2017PRD0674,EAL4+,2017/4/13,2020/4/12,NULL
525,北京神州绿盟科技有限公司,"绿盟远程安全评估系统 V60",CNITSEC2016PRD0631,EAL3+,2016/12/14,2019/12/13,NULL
526,深圳市明华澳汉科技股份有限公司,"蓝牙型智能密码钥匙 EKDSP-F V23",CNITSEC2016PRD0632,EAL3+,2016/12/14,2019/12/13,NULL
527,杭州中焯信息技术股份有限公司,"中焯安全交易软件 V20",CNITSEC2016PRD0633,EAL2,2016/12/14,2019/12/13,NULL
528,广东金赋信息科技股份有限公司,"金赋可信接入系统 V20",CNITSEC2016PRD0634,EAL3+,2016/12/14,2019/12/13,NULL
529,北京启明星辰信息安全技术有限公司,"天清汉马 USG 防火墙 V26 （万兆）",CNITSEC2016PRD0635,EAL3+,2016/12/14,2019/12/13,NULL
530,北京网御星云信息技术有限公司,"网御防火墙系统 V30 （万兆）",CNITSEC2016PRD0636,EAL3+,2016/12/14,2019/12/13,NULL
531,深圳市银信网银科技有限公司,"银信网络传输安全软件组件 V220",CNITSEC2016PRD0637,EAL2,2016/12/14,2019/12/13,NULL
532,北京天融信网络安全技术有限公司,"天融信防火墙系统 NGFW4000-UF （万兆） V3",CNITSEC2016PRD0638,EAL3+,2016/12/14,2019/12/13,NULL
533,金蝶软件（中国）有限公司,"金蝶 BOS 80",CNITSEC2017PRD0639,EAL3+,2017/1/11,2020/1/10,NULL
534,江苏通付盾信息安全技术有限公司,"HUE 身份认证移动客户端组件 V40",CNITSEC2017PRD0640,EAL3,2017/1/17,2020/1/16,NULL
535,华为技术有限公司,"HUAWEI Eudemon1000E( 万兆）防火墙 V5",CNITSEC2017PRD0641,EAL3+,2017/1/17,2020/1/16,NULL
536,北京握奇智能科技有限公司,"蓝牙型智能密码钥匙 WatchKeyOCL MB/V34",CNITSEC2017PRD0642,EAL4+,2017/1/17,2020/1/16,NULL
537,北京神州绿盟科技有限公司,"绿盟 WEB 应用漏洞扫描系统 V60",CNITSEC2017PRD0643,EAL3+,2017/1/17,2020/1/16,NULL
538,华为技术有限公司,"HUAWEI USG9000 防火墙（万兆） V5",CNITSEC2017PRD0644,EAL3+,2017/1/17,2020/1/16,NULL
539,长沙市智为信息技术有限公司,"CNDDOS 抗拒绝服务系统（万兆 )V13",CNITSEC2017PRD0645,EAL3+,2017/1/17,2020/1/16,NULL
540,沈阳东软系统集成工程有限公司,"东软 NetEye 集成安全网关 NISG7000 V42( 万兆）",CNITSEC2017PRD0646,EAL3+,2017/1/17,2020/1/16,NULL
541,北京网御星云信息技术有限公司,"网御入侵检测系统 V32 （百兆）",CNITSEC2017PRD0647,EAL3+,2017/1/17,2020/1/16,NULL
542,北京网御星云信息技术有限公司,"网御入侵检测系统 V32 （千兆）",CNITSEC2017PRD0648,EAL3+,2017/1/17,2020/1/16,NULL
543,北京网御星云信息技术有限公司,"网御入侵检测系统 V32 （万兆）",CNITSEC2017PRD0649,EAL3+,2017/1/17,2020/1/16,NULL
544,北京启明星辰信息安全技术有限公司,"天镜脆弱性扫描与管理系统 V60",CNITSEC2017PRD0650,EAL3+,2017/1/17,2020/1/16,NULL
545,外交部通信总台,"多功能网络安全一体机系统 NGFW4000-UF-WJZT V3",CNITSEC2016PRD0615,EAL3+,2016/11/4,2019/11/3,NULL
546,北京网御星云信息技术有限公司,"网御 Web 应用安全防护系统 V3.0 （百兆）",CNITSEC2016PRD0616,EAL3+,2016/11/4,2019/11/3,NULL
547,北京网御星云信息技术有限公司,"网御 Web 应用安全防护系统 V3.0 （千兆）",CNITSEC2016PRD0617,EAL3+,2016/11/4,2019/11/3,NULL
548,北京神州绿盟科技有限公司,"绿盟抗拒绝服务系统（千兆） V4.5",CNITSEC2016PRD0618,EAL3+,2016/11/4,2019/11/3,NULL
549,北京神州绿盟科技有限公司,"绿盟抗拒绝服务系统（万兆） V4.5",CNITSEC2016PRD0619,EAL3+,2016/11/4,2019/11/3,NULL
